167444,167939,167444,2123463,4,1,false,5688
167444,168269,167939,2125316,7,2,false,3419
167444,167480,167460,2121397,3,3,false,3419
167444,168278,167994,2125344,8,3,false,3419 
167444,167444,null,2121222,0,0,false,7713
167444,167460,167452,2121316,2,2,false,7713
167444,167452,167444,2121265,1,1,false,3419
167444,167994,167939,2123869,6,2,false,7713
167444,167957,167939,2123568,5,2,false,5688
